image_id,source,prompt,evaluation_seed,case_number
470113,coco-30k,Add you own paint or woodstain to these unfinished cabinets.,68103,2532
545978,coco-30k,A couple of people on motor bikes on a dirt road.,23600,2533
150342,coco-30k,A person with a hooded jacket is working on a laptop while sitting on a bench in the park.,4602,2534
577355,coco-30k,three traffic lights hanging off a pole and some buildings,49568,2535
5503,coco-30k,a man standing in front of a toilet taking a piss,67451,2536
29680,coco-30k,Three giraffes in grassy field next to trees.,89109,2537
151247,coco-30k,A white open toilet seat with signatures sitting amongst posters.,96275,2538
550714,coco-30k,"The little  girl is eating a banana.
",64676,2539
227265,coco-30k,A group of people walking near some skis.,35135,2540
148282,coco-30k,A baby in a carriage on street next to market.,44917,2541
523229,coco-30k,A dirty public bathroom with a handicap sign located above the toilet. ,43579,2542
533074,coco-30k,A marble-look bathroom with a bath enclosure and white sink on a long counter.,50003,2543
267972,coco-30k,A group of people on bicycles in a busy street.,68832,2544
564127,coco-30k,Toilet with a black lid and rolls of toilet tissue in a bathroom,51857,2545
16180,coco-30k,A dog laying on the dashboard of a vehicle.,34193,2546
449996,coco-30k,Two planes in runway and another plane in the sky.,92613,2547
375180,coco-30k,"A kitchen area with a sink, refrigerator and stove.",8541,2548
469840,coco-30k,A man and child on a red and black motorcycle.,98543,2549
534827,coco-30k,a group of young men are riding their motocycles down the street,74229,2550
395124,coco-30k,A bathroom with a decorated shower curtain. ,37909,2551
137004,coco-30k,Baskets of oranges and a basket of pears.,95801,2552
373713,coco-30k,Three men sit at a conference discussing a topic,47449,2553
52232,coco-30k,A bed in a hotel room with doors leading to a balcony.,78861,2554
214519,coco-30k,Two side by side urinals mounted on a wall.,47981,2555
480021,coco-30k,A painting of a man and woman riding together on a motorcycle.,93150,2556
421201,coco-30k,Doorway view of a bathroom that includes a toilet and tub.,98480,2557
431352,coco-30k,"Closed toilet in a narrow, tiled bathroom, with sink and shower stall.",73048,2558
123570,coco-30k,A man and woman under an umbrella on a sidewalk at night.,88011,2559
263505,coco-30k,A man wearing jeans sitting on a parked motorcycle.,98602,2560
186036,coco-30k,a person on the back of a parked truck,64005,2561
478312,coco-30k,"a kitchen with a fridge, stove and sink",43235,2562
513681,coco-30k,A man in a safety vest holds him arms up as he stands in front of an airplane.,83216,2563
550007,coco-30k,A person is racing around a track on a motorcycle.,14000,2564
487525,coco-30k,a bath room with a toilet a bath tub and curtains,11986,2565
225963,coco-30k,A girl mixing food with a whisk in a measuring bowl.,80345,2566
419971,coco-30k,This men's bathroom has two urinals and a sinks.,96890,2567
184762,coco-30k,A gold clock with ornate iron hands keeps time on a large clock with roman numerals.,13240,2568
260330,coco-30k,The kitchen has two refrigerators and a stove in it.,5168,2569
436141,coco-30k,The bathroom is clean and ready to be used. ,56337,2570
325385,coco-30k,Office scene showing frosted glass cubicles and a computer screen on.,48088,2571
86448,coco-30k,Woman in green jacket holding up a bicycle in a park. ,36591,2572
522452,coco-30k,Large white airplane with blue tail sitting on a runway. ,79354,2573
149222,coco-30k,The computer monitor has a framed picture near it.,60025,2574
161202,coco-30k,Motorcycles parked curbside in front of a run down repair shop.,75504,2575
466332,coco-30k,a bench in front of a house with bushes,74382,2576
334170,coco-30k,a bath room with a toilet a sink and a bath tub,28549,2577
580108,coco-30k,A couple browsing the motorcycles for sale outside,77989,2578
279140,coco-30k,A white and blue bus passing a street intersection.,74331,2579
529698,coco-30k,a close up of a motorcycle parked on a street filled with people,28115,2580
500718,coco-30k,Several airplanes are parked neatly in a row.,86814,2581
38465,coco-30k,Traffic on a busy city street at night.,91504,2582
567609,coco-30k,A decorative space with yellow ceramics and a vase of flowers.,84745,2583
490381,coco-30k,Various people walking on a street in front of a wall advertisement.,39002,2584
281017,coco-30k,"A bathroom with a sink, toilet and bathtub.",18236,2585
409566,coco-30k,a bathroom with a toilet and a sink and a bath tub,61620,2586
37751,coco-30k,A person on dirt bike riding down a hill with mountains in background.,4728,2587
500420,coco-30k,A multicolored kite against a blue sky with clouds.,77125,2588
508370,coco-30k,A bicycle parked on top of a baby dolls head.,93968,2589
581157,coco-30k,a cat laying on the floor next to a fish bowl,94282,2590
221536,coco-30k,A large room with marble floors and white ceramic toilets,77787,2591
135071,coco-30k,A stove top oven with a tea kettle on top of it.,89934,2592
376608,coco-30k,A brown dog laying down in a room next to a desk.,3237,2593
124462,coco-30k,A orange tabby cat laying down on a black car,13901,2594
326517,coco-30k,a cargo plane being loaded by a scissor jack truck,348,2595
472233,coco-30k,a parade of motor cycles being watched by a crowd,30030,2596
283119,coco-30k,a dog laying down eating food out of a bowl,63361,2597
579814,coco-30k,This airplane is taking off in the air near other airplanes.,38249,2598
515043,coco-30k,The air plane is traveling down the runway at the airport. ,95506,2599
304749,coco-30k,The woman is taking a picture in the bathroom mirror. ,69935,2600
565045,coco-30k,Blue bathroom with two white towels hanging by the shower.,11756,2601
539390,coco-30k,an up close picture of mechanic of a bike ,33546,2602
56580,coco-30k,An old time car is parked at the curb near a stop sign.,39327,2603
346482,coco-30k,the propeller of a plane flying in the air,56431,2604
200116,coco-30k,A beautiful kitchen with lots of windows and wooden cabinets. ,17376,2605
69969,coco-30k,A restaurant full of people sitting on benches,17796,2606
298225,coco-30k,A man wearing a hat riding a motorcycle.,55078,2607
1342,coco-30k,Open book with images of various airplane models and shapes,18943,2608
520108,coco-30k,A big screen TV in a fancy looking Hotel room,62660,2609
102275,coco-30k,Giraffes and a Zebra under a locust tree.,84288,2610
84540,coco-30k,Two people on bicycles riding next to a building.,10269,2611
512394,coco-30k,A metal motorcycle parked on top of a metal grate.,68771,2612
63661,coco-30k,"A kitchen area with counter, sink , stove and windows.",45078,2613
566155,coco-30k,A bathroom area with a crate full of water and an in-floor urinal.,60270,2614
300659,coco-30k,A formation of airplanes flying through a  blue sky.,75386,2615
480015,coco-30k,"A desk with a book, computer and other electronic devices. ",99002,2616
281353,coco-30k,A bathroom with a toilet sitting next to a tub.,78103,2617
309492,coco-30k,A cop riding on the back of a motorcycle down a street.,29007,2618
496383,coco-30k,A man and woman sitting on a wooden bench together.,9119,2619
242222,coco-30k,a red motorcycle parked on some gravel next to grass ,53524,2620
23369,coco-30k,This motorcycle is parked on the side of the grass.,72752,2621
250311,coco-30k,A kitchen counter with pots hanging above it and several objects in the corner.,30366,2622
246951,coco-30k,A group of people standing on top of a sandy beach.,63290,2623
242940,coco-30k,"A stop sign at an intersection, with Hammer time and a person's picture displayed on the sign ",87292,2624
193424,coco-30k,A view of a traffic street filled with cars and motorcycles. ,36910,2625
412531,coco-30k,a single parking meter sitting next to some plants and a tree ,58044,2626
568925,coco-30k,A stove top burner sitting inside of a storage room.,70938,2627
398554,coco-30k,The bathroom sink and vanity is a little messy. ,23433,2628
345960,coco-30k,A woman with a nice ass standing in a kitchen preparing food.,68939,2629
352361,coco-30k,A man flying through the air while riding a snowboard.,97439,2630
407861,coco-30k,A toilet is on a tile floor in a bathroom.,76357,2631
450125,coco-30k,A sink is under a mirror with bottles of soap and lotion.,37490,2632
501315,coco-30k,The racer drives the motorcycle around the curve.,61604,2633
452013,coco-30k,A small bathroom with a white toilet and tan tile.,840,2634
538792,coco-30k,A red and black motorcycle parked near another bike.,37397,2635
50942,coco-30k,two males on computers and a gray keyboard,45513,2636
363840,coco-30k,Several different pieces of electronic equipment and computers on a desk.,4513,2637
420081,coco-30k,The front of a Chinese postal store with people walking by.,23167,2638
113897,coco-30k,A beige bathroom with a phone beside the toilet.,65876,2639
426541,coco-30k,Two jet liners sitting on top of an airport runway.,76973,2640
455610,coco-30k,A parked red motorcycle sitting in front of a building.,5049,2641
255213,coco-30k,A jumbo jet airplane coming in for a landing on a runway.,73512,2642
241319,coco-30k,A bathroom sink with two toothbrushes facing each other.,58504,2643
362306,coco-30k,A man holding a large knife on top of a table.,12587,2644
131494,coco-30k,A man riding a motorcycle down a street with a person.,91367,2645
502599,coco-30k,A group of airplanes floating over the ocean.,1413,2646
52996,coco-30k,A group of women in military outfits helping other women in a kitchen.,99809,2647
496402,coco-30k,A man playing chess as a cat watches in the other chair.,94063,2648
304876,coco-30k,The Seattle Space Needle as a Jumbo Jet Plane flies by.,24336,2649
233446,coco-30k,A cat sitting on the steps in front of its cat door.,39045,2650
567093,coco-30k,A white toilet sitting in a bathroom next to a roll of TP.,7712,2651
446053,coco-30k,A couple of beautiful women talking to an older man.,8372,2652
123289,coco-30k,A crowded city street filled with traffic at night.,20854,2653
186980,coco-30k,A wooden table with two chairs next to a sink.,48847,2654
448690,coco-30k,A group of people standing behind a Military cargo plane.,21201,2655
445309,coco-30k,A woman riding a bike next to a red compact car.,852,2656
153524,coco-30k,A computer desk topped with a computer and two monitors.,90934,2657
480944,coco-30k,A traffic light sitting on the side of a road.,29297,2658
199771,coco-30k,A group of people in chef outfits at a kitchen counter.,80845,2659
224736,coco-30k,A professional kitchen filled with sinks and appliances.,40902,2660
435466,coco-30k,"A kitchen area with shelves, counter and bar stools.",37781,2661
517029,coco-30k,A giraffe grazing from a tree with rock wall in background.,17220,2662
537727,coco-30k,A spinning wheel and hutch by window at night.,14359,2663
411201,coco-30k,A large two level bus near a tall structure.,36346,2664
86848,coco-30k,A smiling lady sitting by a cake with a lit candle.,70778,2665
122851,coco-30k,There is a man picking bananas next to a street.,16890,2666
529568,coco-30k,A big fancy glass chandelier hanging in a small kitchen.,15395,2667
457684,coco-30k,A large white airplane parked on a runway.,39325,2668
326079,coco-30k,Three giraffes standing amongst a copse of trees.,56445,2669
494269,coco-30k,"A bathroom with a toilet, sink and trashcan in it.",37010,2670
79415,coco-30k,"A bathroom with bathtub, sink, toilet and washing machine.",82943,2671
245161,coco-30k,A toilet setting in a bathroom with tile flooring.,69783,2672
495613,coco-30k,A yellow motorcycle and a blue motorcycle parked on red gravel.,99543,2673
329219,coco-30k,A man standing next to a dog on the ground.,6047,2674
142257,coco-30k,Multiple vehicles on a city street near a light.,96219,2675
110951,coco-30k,A remote control sitting on a dash of a car.,32086,2676
262800,coco-30k,Jet flying in the sky among the clouds.,49404,2677
196168,coco-30k,"Doorway view of a bathroom with sink, toilet and bidet. ",82597,2678
574166,coco-30k,"A bathroom with a sink, toilet, trashcan and tub.",27652,2679
442688,coco-30k,A plane on a runway at a small airport.,6912,2680
301201,coco-30k,A collection of books and knick-knacks on shelves.,79038,2681
34222,coco-30k,A person riding a motorcycle down the street.,2439,2682
463132,coco-30k,The top of the computer desk is very shiny.,68738,2683
285433,coco-30k,A toilet with a black seat cover next to a sink.,19419,2684
115700,coco-30k,Two people sitting at a table eating food,73647,2685
310103,coco-30k,a motorcycle in a driveway with a vanity license plate ,20733,2686
379310,coco-30k,"Two computers, keyboard and phone with mouse on a desk.",77913,2687
433204,coco-30k,a person riding a motorcycle on a city road with a sky background,46,2688
283768,coco-30k,a person standing next to a trindle bed,47926,2689
9274,coco-30k,"A single pillar with a clock is near approaching traffic, including a police car. ",12478,2690
426247,coco-30k,A small dog laying next to a door.,88802,2691
474499,coco-30k,Towels hanging on an oven in a kitchen,39685,2692
108669,coco-30k,"A bow of fruit, such as bananas and apples.",80007,2693
391656,coco-30k,A bathroom features a picture of a woman a toilet and a sink.,62405,2694
505709,coco-30k,Empty bar or lounge before or after business hours.,18130,2695
294853,coco-30k,"A man in a red cap, green shirt and white shorts holds a tennis racket under his arm.",29733,2696
377401,coco-30k,A large yellow building has a clock on it.,23429,2697
10039,coco-30k,A very large tower has a clock on it.,61284,2698
462341,coco-30k,An older building with birds flying near it.,87256,2699
165771,coco-30k,There is a clock tower with colored embellishment on top,1828,2700
267875,coco-30k,A picture taken through a car window of a shop with many motorcycles parked in front of it.,82976,2701
34830,coco-30k,A white urinal in a small red tiled bathroom.,73502,2702
102353,coco-30k,A couple of people standing in a large kitchen.,65386,2703
18783,coco-30k,A man in white shirt on bicycle with a dog riding in the back.,94687,2704
58232,coco-30k,A man at a restaurant is waiting to serve customers.,82682,2705
66827,coco-30k,A kitchen with a screen glass door next to the counter.,94442,2706
42433,coco-30k,an overhead view of many people on motorcycles ,33644,2707
407017,coco-30k,two people in a kitchen area preparing food on a stove,25046,2708
20536,coco-30k,a toilet with many rolls of toilet paper next to it,2627,2709
464006,coco-30k,A motorcycle that is on the ground sideways.,91954,2710
328530,coco-30k,Two white plates sit on the edge of a table holding pizza slices with fried eggs on them.,48958,2711
142537,coco-30k,A motorcycle parked at a store parking lot.,84996,2712
431306,coco-30k,A man taking a picture of his reflection in the bathroom,49732,2713
27519,coco-30k,a person standing on a city sidewalk holding a dog leash,93356,2714
392364,coco-30k,a statue of a person riding a horse in front of a building,37,2715
29833,coco-30k,A woman is holding a small bunch of fruit.,25085,2716
285882,coco-30k,A plate of pasta with sauce and bread on a table.,42719,2717
118728,coco-30k,A plane flying in the sky during the day.,7840,2718
497443,coco-30k,A cat sitting on the edge of a tub with the faucet running.,80034,2719
110258,coco-30k,Two giraffe standing next to each other behind a wire fence.,19820,2720
203732,coco-30k,A white toilet seat in some lavatory somewhere.,73262,2721
427521,coco-30k,"A bowl of prepared food including rice, meat and broccoli.",60158,2722
266348,coco-30k,An old stone building with a clock on one outside wall.,83653,2723
533166,coco-30k,"A modern kitchen with a fridge, island counter, hardwood floor, and deco ceiling artwork.",30872,2724
157416,coco-30k,A girls bicycle leaning against a street sign,90212,2725
367142,coco-30k,A woman in white shirt standing in kitchen area.,61653,2726
242510,coco-30k,A large white dog statue sitting next to a clock.,24265,2727
68650,coco-30k,A man and a boy standing next to a tall giraffe.,99480,2728
106901,coco-30k,A sign above a doorway with a bench in front,1382,2729
242189,coco-30k,The reflection of a woman carrying a bag over each shoulder in a mirror.,66769,2730
388290,coco-30k,A wooden area on a ship with lots of food.,55664,2731
244833,coco-30k,A yellow and a green motorcycle in the back of an auditorium.,3044,2732
94651,coco-30k,A couple of cats standing on top of a desk.,13750,2733
225686,coco-30k,A man with a bicycle with tanks for holding a liquid mounted on it.,61688,2734
72843,coco-30k,A red double decker bus parked in front of a tall building.,7483,2735
191705,coco-30k,A white toilet sitting on the floor next to a tiled wall.,29893,2736
271712,coco-30k,A bathroom with a white bath tub under a window.,89859,2737
143876,coco-30k,Two cats in a vehicle with one laying in the dashboard and one perched looking out the side window.,57628,2738
555035,coco-30k,there is a withe toilet and the tub has a blue curtain,92044,2739
39726,coco-30k,A danish dessert with frosting that is partially eaten,56206,2740
331698,coco-30k,"A bathroom with a bath tub, toilet and different designed light beige tile.",76024,2741
535322,coco-30k,An airport is mainly empty concrete parking with other planes far in the distance.,90706,2742
177938,coco-30k,A man standing next to a parked motorcycle.,23733,2743
163755,coco-30k,a group of people skiing on a hill ,93918,2744
463066,coco-30k,A cat perched on top of  a white toilet seat.,53367,2745
349459,coco-30k,A passenger jet that is pulled in next to the terminal.,37594,2746
460053,coco-30k,there is a man fixing something under a sink,34968,2747
504977,coco-30k,A lady sitting on a bench in a very open field.,78810,2748
390190,coco-30k,"A bathroom with sinks, a toilet and a mirror.",35554,2749
378482,coco-30k,A lady wearing an apron in a kitchen.,91801,2750
492067,coco-30k,An airplane flying over a man standing in the ocean.,89762,2751
57350,coco-30k,A group of zebra on a grassy field.,64624,2752
359959,coco-30k,a white urinal with its blue and white controller,29298,2753
123580,coco-30k,A table with four bowls of food on the top.,67304,2754
452727,coco-30k,A table and a clock in a small room.,67495,2755
109434,coco-30k,A bathroom with a large mirror above a white sink.,66009,2756
50481,coco-30k,A creepy Spinx statue suspended to the front end of a dump truck.,4003,2757
512966,coco-30k,A white toilet sitting next to a sink in a bathroom.,7075,2758
515904,coco-30k,A bathroom with a large tub next to a sink.,74653,2759
171962,coco-30k,A city bus driving down a road with bikes fixed to it's front.,37865,2760
313386,coco-30k,A couple of large white airplanes parked in a stationary position.,9125,2761
103667,coco-30k,A kitchen with a center island surrounded by wooden stools.,30311,2762
53697,coco-30k,A white stove top oven sitting inside of a kitchen.,83291,2763
248382,coco-30k,A woman in orange sari on a park bench.,45468,2764
12946,coco-30k,People walking around downtown and a man riding his bike.,48772,2765
185930,coco-30k,This is a public bathroom with  soap dispensers installed on the wall.,65090,2766
374886,coco-30k,A United States air plane taking off .,27748,2767
207072,coco-30k,Flowers in a glass vase with traffic in the background .,46687,2768
178189,coco-30k,A air plane that is parked at air port.,93054,2769
361586,coco-30k,several people are purchasing tickets at a bus station,80896,2770
182611,coco-30k,A man making his plate with a table full of food. ,48563,2771
327892,coco-30k,People using their laptops in the backseat of a car.,87341,2772
495252,coco-30k,A man on a skateboard riding on a street.,91699,2773
26045,coco-30k,A long line of white urinals in a public restroom.,67301,2774
569103,coco-30k,A small piece of cake on a table.,33457,2775
56988,coco-30k,Top down view of a bathroom with a toilet and trash can.,14313,2776
189828,coco-30k,Grey plane taking off above some green vegetation.,88773,2777
169347,coco-30k,A dog on a leash in front of a closed door,76253,2778
328041,coco-30k,There are black and white poles along a street corner,3584,2779
98716,coco-30k,Elderly man sitting on a bench facing the beach. ,77837,2780
568611,coco-30k,A motorcycle sits in the parking spot in the parking lot.,47794,2781
80219,coco-30k,A sink with cups and towel next to it,73784,2782
509192,coco-30k,A woman is standing on a kitchen floor.,17986,2783
434098,coco-30k,"A tiled bathroom with a single vanity, toilet and shower.",40382,2784
455981,coco-30k,A white toilet that does not have it's seat down.,52936,2785
241350,coco-30k,A ten speed bike is next to a wooden desk.,30138,2786
364521,coco-30k,A red helmet is on a yellow toilet in the dirt.,9146,2787
86835,coco-30k,The large building has many windows and a white door.,72159,2788
310407,coco-30k,A man watching a single engine plane make an approach to land.,15168,2789
232949,coco-30k,The van is driving down the street in traffic.,65790,2790
281365,coco-30k,A metal sink and a row of white urinals,37571,2791
382191,coco-30k,"A bathroom area with lights, standup shower and trashcan.",32696,2792
565941,coco-30k,A man serving a small chocolate cake on a white table.,27834,2793
117222,coco-30k,A man on bicycle carrying bunches of bananas through street.,42797,2794
272863,coco-30k,"A bathroom area with a tub, sink and wooden floor.",91932,2795
103488,coco-30k,a public bathroom with several sinks and mirrors,59580,2796
316365,coco-30k,"A person working at an airport, outside of an airplane.",23059,2797
141795,coco-30k,a bath room with a toilet a large mirror,38051,2798
259519,coco-30k,A laptop sits on a metal table by a metal stool.,76834,2799
134815,coco-30k,A kitchen that has wooden cabinets and lots of pots and pans.,56275,2800
166323,coco-30k,Mirror view of a bathroom with a sink and tub.,5465,2801
448176,coco-30k,some cars on a ferry on a body of water,60786,2802
71918,coco-30k,a person riding a bike on a grass field with rocks,82845,2803
404462,coco-30k,A black and white photograph of something I cannot quite make out. ,66329,2804
448205,coco-30k,A renovated propeller airplane flying in a blue sky,81298,2805
498804,coco-30k,A tower of a building that has a clock on it.,3247,2806
421952,coco-30k,A row of motorcycles is sitting on the sidewalk.,93825,2807
154363,coco-30k,a bathroom with a wooden water box for the toilet,61362,2808
218205,coco-30k,A woman siting at a table in front of a coffee cup in a a kitchen.,1614,2809
404608,coco-30k,A white wall mounted toilet in a bathroom.,18959,2810
135356,coco-30k,A man drying a pan with a dish towel.,89431,2811
332221,coco-30k,People walk by a row of parked motorcycles. ,63342,2812
429598,coco-30k,An interesting kitchen renovation with brick and wood,17721,2813
104392,coco-30k,"a modern kitchen with an oven, stove, and a fridge ",60060,2814
305978,coco-30k,A giraffe is walking in a grassy field as a cow is laying down.,79337,2815
478338,coco-30k,A women using sports equipment on the water.,21188,2816
395512,coco-30k,A kitchen with marble counter tops has wooden cabinets and many appliances.,20593,2817
548523,coco-30k,Some steel counters that have various items on them.,60371,2818
88846,coco-30k,A clean bathroom that has a sink and a bathtub.,42650,2819
42893,coco-30k,Airplanes set to take off at a city airport,96075,2820
435937,coco-30k,its sunny outside and you can see the shadows of benches,74736,2821
561500,coco-30k,A storage room full with wooden furniture and bikes.,37373,2822
355106,coco-30k,A table with portable cook stove  and other objects on it.,81220,2823
456574,coco-30k,There are two men sitting on a park bench,9221,2824
255279,coco-30k,A motorcycle parked in a parking lot next to a car.,31588,2825
453302,coco-30k,"A kitchen that has a tile floor, a refrigerator, a microwave, and a toaster.",91184,2826
103413,coco-30k,A man riding a skateboard up the side of a ramp.,43629,2827
215998,coco-30k,A parked black motorcycle sitting on top of a parking lot.,57793,2828
116279,coco-30k,A large jetliner flying through a cloudy blue sky.,9250,2829
46775,coco-30k,Two long metal tables sitting inside of a kitchen.,63107,2830
367128,coco-30k,A pregnant women takes a selfie wearing a black tank top.,35953,2831
297976,coco-30k,"Doorway view to a bathroom with a sink, cabinets and a toilet.",6827,2832
5477,coco-30k,large mustard yellow commercial airplane parked in the airport,39571,2833
233997,coco-30k,A welcome mat placed at the foot of a closed door.,39518,2834
522232,coco-30k,a person washing a parked motorcycle on a concrete road,2010,2835
463048,coco-30k,a couple of red light and a green light ,58467,2836
127141,coco-30k,a spoon with some foam and a tomato sitting in it ,30915,2837
302531,coco-30k,a giraffe stands looking over a watering hole ,13456,2838
401642,coco-30k,A metallic sink in a kitchen with a couple of dirty dishes.,72341,2839
468043,coco-30k,A little boy is sitting on a statue of a sheep.,85559,2840
494345,coco-30k,a cat is climbing from a window sill on top of a toilet seat,15220,2841
63950,coco-30k,A black and white cat is sitting in the sink.,20166,2842
68833,coco-30k,A kitchen that has carpeted floors and wooden cabinets.,96527,2843
46538,coco-30k,"A pristine modern bathroom, toilet, sink and bathtub.",31694,2844
284658,coco-30k,a man sits with his dog as they watch television ,44969,2845
194313,coco-30k,A black and white cat is sitting on the bathroom sink.,40483,2846
299776,coco-30k,An unfinished kitchen that has a refrigerator and cabinets.,71041,2847
560025,coco-30k,A toilet that has a Harry Potter themed lid.,46809,2848
351609,coco-30k,a bunch of already peeled oranges grouped together ,80352,2849
47938,coco-30k,A pair of slippers sits on the bathroom floor.,22851,2850
464515,coco-30k,The couple is riding the motorcycle together. ,72273,2851
403107,coco-30k,An open laptop computer sitting on top of a desk.,1671,2852
197254,coco-30k,A horse drawn carriage is parked along the curb.,22909,2853
117645,coco-30k,A man riding a snowboard down a snow covered slope.,74287,2854
352334,coco-30k,A bathtub with candles lit up around it and a stool next to it.,83183,2855
459634,coco-30k,People are riding on motorcycles on a scenic road.,70377,2856
436385,coco-30k,A crashed airplane is shown with its front missing. ,30395,2857
66841,coco-30k," A whimsical artistic toaster has eyes, a mouth, a nose, spoon feet, spoon ears, and a mixing beater tail.",12429,2858
269105,coco-30k,A white toilet sitting next to a green wall under a picture.,9052,2859
32779,coco-30k,A very upscale looking hotel room with large bed and a bathroom in the next room.,8862,2860
445638,coco-30k,A water-stained cathedral/clock-tower enveloped by various green vines.,40047,2861
501788,coco-30k,A cat on the ground by a very old door leaning against a wall.,4118,2862
269807,coco-30k,A man dressed all in leather standing next to a motorcycle.,57342,2863
358883,coco-30k,A bath tub sitting next to a large window.,93204,2864
540449,coco-30k,A medium-sized black dog lies in the back of a car. ,46896,2865
103757,coco-30k,A cat on a toilet seat of some sort.,69362,2866
575473,coco-30k,A white toilet sitting inside of a bathroom.,8011,2867
475407,coco-30k,A man riding on the back of a red motorcycle.,35041,2868
412510,coco-30k,A man in black shirt using urinal in bathroom.,9515,2869
421569,coco-30k,A brown and white dog on street next to a blue car.,53008,2870
491213,coco-30k,A motorcycle of some sort parked somewhere during the day.,73328,2871
223335,coco-30k,A man riding a motorcycle on a racing track.,20040,2872
229481,coco-30k,A woman cooking in a skillet on the stove.,99186,2873
216428,coco-30k,a cat drinking from a toilet and the cat on top of the toilet,89767,2874
175737,coco-30k,a man standing at the back of one of the two cycles,17472,2875
508846,coco-30k,A cat hiding in a basket of some sort.,45328,2876
187933,coco-30k,A white toilet sitting underneath a window next to a sink.,28823,2877
102707,coco-30k,a bottle a glass and utensils behind a stove,5451,2878
9426,coco-30k,A small plane flying through a cloudy blue sky.,5686,2879
470935,coco-30k,A stove top oven sitting underneath a microwave.,87599,2880
40842,coco-30k,A computer monitor sitting on top of a desk.,89674,2881
450483,coco-30k,A small airplane sitting on top of an airport tarmac.,22655,2882
57672,coco-30k,The group paddles the boat down on the water.,70026,2883
519676,coco-30k,A motorcycle parked in a parking lot next to a building.,41358,2884
409581,coco-30k,A boy carrying a surfboard on a busy sidewalk.,61818,2885
150616,coco-30k,A white tub sitting underneath a couple of windows.,61533,2886
325969,coco-30k,A dog is standing on a miniature motorcycle.,21834,2887
451412,coco-30k,A child is flushing the commode as an adult stands near.,67883,2888
459566,coco-30k,A woman's shoes as she holds a dog on a leash with a shirt around its waist.,17032,2889
31730,coco-30k,A white toilet in a bathroom with a digital arm rest.,62002,2890
102637,coco-30k,An airliner is descending over the water to an airport.,83301,2891
186368,coco-30k,a smiling woman wearing sunglasses in the snow ,89827,2892
430302,coco-30k,A man riding on top of a surfboard next to a  woman in the ocean.,30570,2893
54766,coco-30k,Two men watch as yellow aircraft flies over a lake.,69550,2894
221753,coco-30k,A refrigerator freezer sitting inside of a kitchen next to a window.,77460,2895
47255,coco-30k,Two giraffes stand side by side in a fenced in enclosure.,71394,2896
562160,coco-30k,a bookshelf with books and a small statue of a bicycle with a basket.,70922,2897
123017,coco-30k,a wooden desk outdoors with pink flowers in front of it.,66864,2898
480757,coco-30k,A white toilet with a black lid sitting in a bathroom.,1333,2899
330455,coco-30k,A bus driving down a street next to a car.,56127,2900
524850,coco-30k,A crowd of people standing around a bus next to a parked jetliner.,50543,2901
44294,coco-30k,A black refrigerator freezer sitting next to a dishwasher.,62015,2902
575544,coco-30k,A gray motorcycle parked in a parking lot.,82120,2903
258523,coco-30k,A black cat laying on the tank of a toilet.,89934,2904
460145,coco-30k,A herd of sheep walking down a road in front of a silver truck.,98379,2905
468885,coco-30k,A white toilet under a window next to a sink.,98197,2906
546388,coco-30k,A man standing next to a red motorcycle next to a orange van.,23575,2907
296969,coco-30k,A group of giraffe standing next to each other.,88233,2908
199977,coco-30k,The airplane in the sky is doing tricks while spitting out smoke. ,45429,2909
311954,coco-30k,A clean organized and fully furnished living area.,3673,2910
404444,coco-30k,A woman kissing a giraffe over a wooden fence.,87233,2911
218637,coco-30k,A motorcycle parked in front of a house.,77363,2912
440299,coco-30k,A white toilet in a bathroom next to toilet paper.,33104,2913
78701,coco-30k,A woman holding a large sheet cake in front of a screen.,59635,2914
140658,coco-30k,A brick building with a tall clock tower beside it.,91577,2915
104015,coco-30k,Two urinals in wall with a white divider.,59905,2916
113139,coco-30k,There is alcohol and ginger ale on the tray.,28229,2917
22191,coco-30k,A single toilet on black and white tiles.,92432,2918
296459,coco-30k,The man is sitting in front of a laptop with his hands over it. ,5901,2919
273470,coco-30k,Woman standing behind open refrigerator door in modern kitchen.,89858,2920
560830,coco-30k,A black and white dog on a brown tile floor next to counter.,86947,2921
270918,coco-30k,A sharp steeple on a building is lit in the sky.,3474,2922
209239,coco-30k,A tasteful white and beige bathroom features and oval sink and large mirror.,57766,2923
568653,coco-30k,A shiny black motorcycle with gleaming chrome is parked on a city sidewalk.,35118,2924
105249,coco-30k,A small bathroom has an open toilet seat.,11965,2925
20342,coco-30k,Aerial tricks performed on red bike over stacked skateboards with photographer in background.,35124,2926
578107,coco-30k,Lap top computer and monitor on a desk with assorted papers and devices.,74085,2927
452158,coco-30k,Sheep grazing on the side of a country road,60020,2928
294131,coco-30k,This bathroom looks like a very compact one.,65047,2929
406119,coco-30k,a little plane landing on the water ,64780,2930
352093,coco-30k,Two metal vats on a brick space next to wall.,30468,2931
381323,coco-30k,A cat sits on the edge of a bathroom sink.,79733,2932
102497,coco-30k,"The back of a large, blue motorcycle and rider",33611,2933
407614,coco-30k,A smaller kitchen with a very decorated fridge. ,49199,2934
123555,coco-30k,Many people bike through the streets at night.,20842,2935
135666,coco-30k,Three motorcycles stop at an intersection at an oriental restaurant.,58815,2936
84241,coco-30k,A group of women in kitchen next to pot.,45636,2937
275749,coco-30k,A group of people standing in a room.,17024,2938
59383,coco-30k,A large kitchen with wood cabinets and black accents.,7267,2939
